user_id,starttime,finishtime,playtime,start_level,finish_level,name
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-28 14:44:01.164320+00:00,2024-03-28 14:45:33.754733+00:00,92.590413,1,2,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-28 14:45:41.664117+00:00,2024-03-28 14:47:32.983256+00:00,111.319139,1,3,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-28 14:47:40.615679+00:00,2024-03-28 14:49:13.932985+00:00,93.317306,1,4,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-28 14:49:19.288462+00:00,2024-03-28 14:50:21.620363+00:00,62.331901,1,1,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-28 14:50:23.963810+00:00,2024-03-28 14:51:31.782724+00:00,67.818914,1,3,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-28 14:51:39.320925+00:00,2024-03-28 14:53:40.148803+00:00,120.827878,1,3,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-29 10:41:11.006808+00:00,2024-03-29 10:44:37.953439+00:00,206.946631,1,5,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-29 10:45:33.359663+00:00,2024-03-29 10:48:50.185351+00:00,196.825688,1,5,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-29 10:49:59.022617+00:00,2024-03-29 10:52:37.345875+00:00,158.323258,1,5,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-29 10:52:46.978284+00:00,2024-03-29 10:54:55.294235+00:00,128.315951,1,4,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-29 13:11:21.213901+00:00,2024-03-29 13:14:45.635226+00:00,204.421325,1,5,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-29 13:15:07.557143+00:00,2024-03-29 13:19:27.883585+00:00,260.326442,1,7,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-29 13:19:31.847705+00:00,2024-03-29 13:21:38.055838+00:00,126.208133,6,9,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-29 13:21:51.146908+00:00,2024-03-29 13:26:25.734123+00:00,274.587215,1,7,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-31 16:53:08.910425+00:00,2024-03-31 16:56:28.319855+00:00,199.40943,1,5,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-31 16:56:39.645782+00:00,2024-03-31 16:58:36.475663+00:00,116.829881,6,8,
79279ae487a02d328d43ca0aae8fd93e-3,2024-03-31 16:58:42.945138+00:00,2024-03-31 17:03:56.834289+00:00,313.889151,1,9,
79279ae487a02d328d43ca0aae8fd93e-1,2024-03-31 20:08:25.020040+00:00,2024-03-31 20:09:25.941175+00:00,60.921135,1,1,
79279ae487a02d328d43ca0aae8fd93e-1,2024-03-31 20:09:30.267407+00:00,2024-03-31 20:10:43.475274+00:00,73.207867,1,3,
79279ae487a02d328d43ca0aae8fd93e-3,2024-04-01 17:46:55.460445+00:00,2024-04-01 17:54:54.338403+00:00,478.877958,1,13,
79279ae487a02d328d43ca0aae8fd93e-3,2024-04-01 17:55:13.723450+00:00,2024-04-01 17:56:51.541212+00:00,97.817762,11,13,
79279ae487a02d328d43ca0aae8fd93e-3,2024-04-03 13:18:14.750781+00:00,2024-04-03 13:24:13.663768+00:00,358.912987,1,10,
79279ae487a02d328d43ca0aae8fd93e-3,2024-04-03 13:24:19.170065+00:00,2024-04-03 13:36:16.557899+00:00,717.387834,1,21,
79279ae487a02d328d43ca0aae8fd93e-3,2024-04-05 14:03:40.895957+00:00,2024-04-05 14:07:06.804423+00:00,205.908466,16,20,
79279ae487a02d328d43ca0aae8fd93e-3,2024-04-05 14:07:10.144530+00:00,2024-04-05 14:18:39.985700+00:00,689.84117,1,21,
79279ae487a02d328d43ca0aae8fd93e-5,2024-04-05 21:23:17.191153+00:00,2024-04-05 21:24:13.691126+00:00,56.499973,1,1,
79279ae487a02d328d43ca0aae8fd93e-5,2024-04-05 21:24:18.075384+00:00,2024-04-05 21:25:21.393859+00:00,63.318475,1,1,
79279ae487a02d328d43ca0aae8fd93e-5,2024-04-05 21:25:25.473578+00:00,2024-04-05 21:26:25.794110+00:00,60.320532,1,1,
79279ae487a02d328d43ca0aae8fd93e-5,2024-04-05 21:26:28.567393+00:00,2024-04-05 21:27:57.274567+00:00,88.707174,1,2,
79279ae487a02d328d43ca0aae8fd93e-5,2024-04-05 21:28:00.811489+00:00,2024-04-05 21:29:23.548605+00:00,82.737116,6,7,
79279ae487a02d328d43ca0aae8fd93e-5,2024-04-05 21:29:30.836489+00:00,2024-04-05 21:31:02.152824+00:00,91.316335,1,3,
79279ae487a02d328d43ca0aae8fd93e-3,2024-04-08 19:40:06.311741+00:00,2024-04-08 19:51:56.765134+00:00,710.453393,1,21,
79279ae487a02d328d43ca0aae8fd93e-3,2024-04-09 11:53:28.835817+00:00,2024-04-09 12:06:00.353031+00:00,751.517214,1,21,
79279ae487a02d328d43ca0aae8fd93e-3,2024-04-10 12:05:42.021560+00:00,2024-04-10 12:16:58.126562+00:00,676.105002,1,21,
79279ae487a02d328d43ca0aae8fd93e-3,2024-04-12 19:01:42.512499+00:00,2024-04-12 19:14:22.612973+00:00,760.100474,1,21,
Total,,,8758.239523,,,No_Aljaz_games.csv
